IDtimetable,coursecode,IDprogramme,coursegrps,numbstudents,stdlevel,IDroom,roomname,examPERIOD,examDATE
4626,BPS222,B. SC. (PSYCH),NULL,168,200,35,ASSEMBLY HALL,08:30AM - 10:30AM,07-May-2013
4627,EAS215,B. ED. ( ARTS),NULL,8,200,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,10-May-2013
4628,EAS214,B. ED. ( ARTS),NULL,20,200,12,LECTURE THEATER,12NOON - 14:00PM,22-May-2013
4629,ECE202,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,51,200,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,14-May-2013
4630,LIN202,B. A. ( ARTS),NULL,24,200,35,ASSEMBLY HALL,08:30AM - 10:30AM,07-May-2013
4631,EHS206N,B. ED. ( HEALTH SCIENCES),NULL,40,200,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,14-May-2013
4632,NUR226,BSC. ( NURSING),NULL,41,200,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4633,CWS212,BSC. ( WATER AND SANITATION),NULL,33,200,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4634,CTN210,BSC ( INDUSTRIAL CHEMISTRY),NULL,29,200,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,14-May-2013
4635,EVT213,B. ED. ( HOME ECONS.),NULL,82,200,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4636,NUR218,BSC. ( NURSING),NULL,41,200,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,10-May-2013
4637,LIN204,B. A. ( ARTS),NULL,24,200,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4638,OPT208,OD. ( OPTOMETRY),NULL,9,200,14,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4639,INF208,BSC ( INFO. TECH.),NULL,35,200,41,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4640,NUR220,BSC. ( NURSING),NULL,41,200,28,LECTURE THEATER,15:30PM - 17:30PM,16-May-2013
4641,CLA314,B. A. ( ARTS),NULL,14,300,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4642,AFS322,B. A. ( AFRICAN STUDIES),NULL,13,300,29,LECTURE THEATER,12NOON - 14:00PM,09-May-2013
4643,CWS206,BSC. ( WATER AND SANITATION),NULL,21,200,43,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,24-May-2013
4644,NUR232,BSC. ( NURSING),NULL,41,200,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4645,ECE206,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,51,200,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4646,EVT211,B. ED. ( HOME ECONS.),NULL,82,200,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,16-May-2013
4647,EPH247,B. ED. ( HPER),NULL,43,200,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4648,AGN298N,BSC. ( AGRIC),NULL,102,200,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4649,MLT211B,BSC. ( MEDLAB),NULL,63,200,36,CAFETERIA ROOF TOP,12NOON - 14:00PM,14-May-2013
4650,EPH261,B. ED. ( HPER),NULL,44,200,18,LECTURE THEATER,08:30AM - 10:30AM,14-May-2013
4651,NUR228,BSC. ( NURSING),NULL,41,200,51,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,15-May-2013
4652,FRE316,B. A. ( ARTS),NULL,1,300,28,LECTURE THEATER,15:30PM - 17:30PM,15-May-2013
4653,HIS309,B. A. ( ARTS),NULL,9,300,38,CAFETERIA ROOF TOP,15:30PM - 17:30PM,23-May-2013
4654,BPS323,B. SC. (PSYCH),NULL,39,300,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,22-May-2013
4655,OPT310,OD. ( OPTOMETRY),NULL,35,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,15-May-2013
4656,ENP306,B.SC ( ENG. PHYSICS),NULL,7,300,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4657,INF306,BSC ( INFO. TECH.),NULL,32,300,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,24-May-2013
4658,ESC399,B. ED. ( SCIENCE),NULL,40,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,17-May-2013
4659,MUD314,BACHELOR OF MUSIC,NULL,1,300,43,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,24-May-2013
4660,EBS214,B. ED. ( BASIC. ED.),NULL,16,200,4,LECTURE THEATER,15:30PM - 17:30PM,06-May-2013
4661,MLT215,BSC. ( MEDLAB),NULL,63,200,40,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,13-May-2013
