IDtimetable,coursecode,IDprogramme,coursegrps,numbstudents,stdlevel,IDroom,roomname,examPERIOD,examDATE
4295,AFS332,B. A. ( AFRICAN STUDIES),NULL,13,300,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,20-May-2013
4296,EBS321,B. ED. ( BASIC. ED.),NULL,51,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,22-May-2013
4297,LAT306A,BSC ( LAB. TECH),NULL,90,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4298,LIN305,B. A. ( ARTS),NULL,44,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4299,BPS327,B. SC. (PSYCH),NULL,41,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4300,AEX399,BSC. ( AGRIC. EXTENSION ),NULL,29,300,18,LECTURE THEATER,15:30PM - 17:30PM,10-May-2013
4301,OPT304,OD. ( OPTOMETRY),NULL,35,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4302,EPH347,B. ED. ( HPER),NULL,29,300,24,LECTURE THEATER,08:30AM - 10:30AM,22-May-2013
4303,EIN325,B. ED. ( BASIC EDUCATION),NULL,32,300,43,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,22-May-2013
4304,AEX313N,BSC. ( AGRIC),NULL,102,300,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,23-May-2013
4305,AFS329,B. A. ( AFRICAN STUDIES),NULL,37,300,45,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,16-May-2013
4306,MED304,MB Ch. B.,NULL,53,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4307,EIN303,B. ED. ( BASIC EDUCATION),NULL,26,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4308,THS313,B. A. ( THEATRE STDS.),NULL,26,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4309,FAS306,BSC ( FISHERIES AND AQUA. SCI.),NULL,22,300,43,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,22-May-2013
4310,EHS316,B. ED. ( HEALTH SCIENCES),NULL,30,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4311,INF310,BSC ( INFO. TECH.),NULL,32,300,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,23-May-2013
4312,INF308,BSC ( INFO. TECH.),NULL,32,300,29,LECTURE THEATER,12NOON - 14:00PM,20-May-2013
4313,ECE304,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,70,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4314,EBS313,B. ED. ( BASIC. ED.),NULL,51,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4315,EMT390B,B. ED. ( HPER),NULL,47,300,35,ASSEMBLY HALL,15:30PM - 17:30PM,10-May-2013
4316,EAS305,B. ED. ( ARTS),NULL,98,300,35,ASSEMBLY HALL,15:30PM - 17:30PM,10-May-2013
4317,ECE302,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,70,300,35,ASSEMBLY HALL,15:30PM - 17:30PM,10-May-2013
4318,LIN307,B. A. ( ARTS),NULL,38,300,35,ASSEMBLY HALL,15:30PM - 17:30PM,10-May-2013
4319,EMG303,B. ED. ( MANAGEMENT),NULL,196,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,10-May-2013
4320,MED312,MB Ch. B.,NULL,53,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,10-May-2013
4321,OPT302,OD. ( OPTOMETRY),NULL,37,300,35,ASSEMBLY HALL,15:30PM - 17:30PM,10-May-2013
4322,ESC306,B. ED. ( SCIENCE),NULL,40,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,10-May-2013
4323,EVT318,B. ED. ( HOME ECONS.),NULL,138,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,10-May-2013
4324,EHS315,B. ED. ( HEALTH SCIENCES),NULL,21,300,45,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,16-May-2013
4325,AAS304N,BSC. ( AGRIC),NULL,102,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,10-May-2013
4326,EHS465,B. ED. ( HEALTH SCIENCES),NULL,70,300,34,"ASSEMBLY HALL ",12NOON - 14:00PM,09-May-2013
4327,BCH310,B.SC. ( BIOCHEMISTRY),NULL,35,300,45,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,14-May-2013
4328,MLT340A,BSC. ( MEDLAB),NULL,58,300,18,LECTURE THEATER,12NOON - 14:00PM,07-May-2013
4329,POH302,BA ( POP. & HEALTH.),NULL,37,300,50,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4330,CWS312,BSC. ( WATER AND SANITATION),NULL,25,300,50,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4331,LAT311B,BSC ( LAB. TECH),NULL,90,300,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,09-May-2013
4332,NUR322,BSC. ( NURSING),NULL,179,300,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,09-May-2013
4333,AEX309N,BSC. ( AGRIC. EXTENSION ),NULL,29,300,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,09-May-2013
4334,EPH399,B. ED. ( HPER),NULL,47,300,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,09-May-2013
4335,HUB304,BSC ( HUMAN BIOLOGY),NULL,90,300,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,09-May-2013
4336,BCH326,B.SC. ( BIOCHEMISTRY),NULL,35,300,37,CAFETERIA ROOF TOP,12NOON - 14:00PM,06-May-2013
4337,THS320,B. A. ( THEATRE STDS.),NULL,26,300,34,"ASSEMBLY HALL ",12NOON - 14:00PM,09-May-2013
4338,CWS310,BSC. ( WATER AND SANITATION),NULL,25,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,13-May-2013
4419,OPT412,OD. ( OPTOMETRY),NULL,12,400,44,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,09-May-2013
4420,CSC402,B.SC ( COMP. SCIENCE),NULL,8,400,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4421,GHL418A,B. A. ( ARTS),NULL,9,400,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,22-May-2013
4422,LIN406,B. A. ( ARTS),NULL,10,400,35,ASSEMBLY HALL,12NOON - 14:00PM,21-May-2013
4423,POH422,BA ( POP. & HEALTH.),NULL,16,400,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,14-May-2013
4424,THS416,B. A. ( MUS. AND THEATRE STDS.),NULL,15,400,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,14-May-2013
4425,ENW409,BSC. ( ENT. AND WILDLIFE),NULL,17,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,21-May-2013
4426,MBB410,BSC ( MOL. BIO. AND BIOTECH.),NULL,79,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,24-May-2013
4427,ENP402,B.SC ( ENG. PHYSICS),NULL,12,400,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,13-May-2013
4428,AAS404N,BSC. ( AGRIC),NULL,25,400,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,20-May-2013
4429,MGT402,B. ED. ( SOC. SCI.),NULL,1,400,35,ASSEMBLY HALL,12NOON - 14:00PM,21-May-2013
4430,BPS322K,EXCHANGE PROGRAMME,NULL,1,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,07-May-2013
4431,ENP412,B.SC ( ENG. PHYSICS),NULL,9,400,55,LECTURE THEATER,08:30AM - 10:30AM,09-May-2013
4432,GEO447,BSC. ( GEOGRAPHY AND REGIONAL PLANNING),NULL,26,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,24-May-2013
4433,AFS415,B. A. ( AFRICAN STUDIES),NULL,6,400,38,CAFETERIA ROOF TOP,15:30PM - 17:30PM,23-May-2013
4434,EAS407,B. ED. ( ARTS),NULL,11,400,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,13-May-2013
4435,EVT424,B. ED. ( HOME ECONS.),NULL,27,400,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4436,HMG410,BSC ( HOSP. MGT.),NULL,11,400,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,08-May-2013
4437,POH402,BA ( POP. & HEALTH.),NULL,40,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,24-May-2013
4438,ACT404,BSC. ( ACTUARIAL SCI.),NULL,18,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4439,ENW410,BSC. ( ENT. AND WILDLIFE),NULL,17,400,50,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4440,OPT410,OD. ( OPTOMETRY),NULL,12,400,51,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,23-May-2013
4441,ACT402,BSC. ( ACTUARIAL SCI.),NULL,18,400,33,ASSEMBLY HALL,15:30PM - 17:30PM,21-May-2013
4442,THS419,B. A. ( MUS. AND THEATRE STDS.),NULL,4,400,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4443,OPT408,OD. ( OPTOMETRY),NULL,12,400,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,13-May-2013
4444,AFS422,B. A. ( AFRICAN STUDIES),NULL,25,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,21-May-2013
4445,NUR429,BSC. ( NURSING),NULL,143,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,21-May-2013
4446,MUD412,BACHELOR OF MUSIC,NULL,6,400,19,LECTURE THEATER,15:30PM - 17:30PM,24-May-2013
4447,EAS408,B. ED. ( ARTS),NULL,12,400,40,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,24-May-2013
4448,MAT405,B. ED. ( MATHS),NULL,76,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,21-May-2013
4449,BPS421,B. SC. (PSYCH),NULL,161,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,24-May-2013
4450,EPH462,B. ED. ( HPER),NULL,17,400,3,LECTURE THEATER,15:30PM - 17:30PM,15-May-2013
4451,BCH422,B.SC. ( BIOCHEMISTRY),NULL,30,400,26,LECTURE THEATER,08:30AM - 10:30AM,13-May-2013
4452,LAT409,BSC ( LAB. TECH),NULL,75,400,36,CAFETERIA ROOF TOP,12NOON - 14:00PM,16-May-2013
4453,ECE404,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,48,400,38,CAFETERIA ROOF TOP,15:30PM - 17:30PM,23-May-2013
4454,FAS416,BSC ( FISHERIES AND AQUA. SCI.),NULL,18,400,10,LECTURE THEATER,12NOON - 14:00PM,13-May-2013
4455,ENS406,B.SC ( ENV. SCIENCES),NULL,63,400,33,ASSEMBLY HALL,15:30PM - 17:30PM,16-May-2013
4456,AAS401N,BSC. ( AGRIC. EXTENSION ),NULL,26,400,36,CAFETERIA ROOF TOP,12NOON - 14:00PM,17-May-2013
4457,EMG414,B. ED. ( SOC. SCI.),NULL,65,400,33,ASSEMBLY HALL,15:30PM - 17:30PM,24-May-2013
4458,TMG406,BSC ( TOURISM MGT),NULL,44,400,24,LECTURE THEATER,08:30AM - 10:30AM,24-May-2013
4662,EIN262,B. ED. ( BASIC EDUCATION),NULL,32,200,27,LECTURE THEATER,08:30AM - 10:30AM,13-May-2013
4663,BIO303,B.SC ( ENV. SCIENCES),NULL,1,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4664,FIL399,B. A. ( ARTS),NULL,3,300,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4665,HUB312,BSC ( HUMAN BIOLOGY),NULL,88,300,35,ASSEMBLY HALL,12NOON - 14:00PM,06-May-2013
4666,RHV305,B. A. ( ARTS),NULL,19,300,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4667,MLT325A,BSC. ( MEDLAB),NULL,58,300,33,ASSEMBLY HALL,12NOON - 14:00PM,20-May-2013
4668,MUD315,BACHELOR OF MUSIC,NULL,2,300,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4669,GHL316G,B. A. ( ARTS),NULL,4,300,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4670,THS316,B. A. ( THEATRE STDS.),NULL,7,300,44,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4671,GEO317,BSC. ( GEOGRAPHY AND REGIONAL PLANNING),NULL,17,300,44,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4672,ENG318,B. A. ( ARTS),NULL,28,300,34,"ASSEMBLY HALL ",08:30AM - 10:30AM,07-May-2013
4673,MED310,MB Ch. B.,NULL,53,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4674,ENP308,B.SC ( ENG. PHYSICS),NULL,6,300,5,LECTURE THEATER,08:30AM - 10:30AM,17-May-2013
4675,AFS334,B. A. ( AFRICAN STUDIES),NULL,11,300,24,LECTURE THEATER,15:30PM - 17:30PM,07-May-2013
4676,EPH364,B. ED. ( HPER),NULL,1,300,54,LECTURE THEATER,08:30AM - 10:30AM,23-May-2013
4677,NUR324,BSC. ( NURSING),NULL,179,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4678,EVT319,B. ED. ( HOME ECONS.),NULL,138,300,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,07-May-2013
4679,MED214,MB Ch. B.,NULL,54,200,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4680,AFS205,B. A. ( AFRICAN STUDIES),NULL,47,200,36,CAFETERIA ROOF TOP,15:30PM - 17:30PM,06-May-2013
4681,MAS209,B. A. ( COMM. STUDIES ),NULL,41,200,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4682,EBS208,B. ED. ( BASIC. ED.),NULL,20,200,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4683,EIN207,B. ED. ( BASIC EDUCATION),NULL,10,300,14,LECTURE THEATER,08:30AM - 10:30AM,08-May-2013
4684,ENP310,B.SC ( ENG. PHYSICS),NULL,6,300,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,10-May-2013
4685,MED316,MB Ch. B.,NULL,53,300,33,ASSEMBLY HALL,12NOON - 14:00PM,20-May-2013
4686,FRE314,B. A. ( ARTS),NULL,1,300,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,08-May-2013
4687,ECS399,B.ED (COMP. SCIENCE),NULL,9,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4688,INF304,BSC ( INFO. TECH.),NULL,32,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4689,AFS327,B. A. ( AFRICAN STUDIES),NULL,11,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4690,EHS384,B. ED. ( HEALTH SCIENCES),NULL,2,300,19,LECTURE THEATER,15:30PM - 17:30PM,08-May-2013
4691,ECO310,B. A. ( SOCIAL SCIENCES),NULL,16,300,18,LECTURE THEATER,08:30AM - 10:30AM,14-May-2013
4692,EIN342,B. ED. ( BASIC EDUCATION),NULL,6,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,17-May-2013
4693,ESC334,B. ED. ( SCIENCE),NULL,3,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,15-May-2013
4694,AEX306N,BSC. ( AGRIC. EXTENSION ),NULL,29,300,44,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4695,EBS304,B. ED. ( BASIC. ED.),NULL,4,300,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,08-May-2013
4696,POH312,BA ( POP. & HEALTH.),NULL,37,300,47,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,08-May-2013
4697,CHE399,BSC. ( WATER AND SANITATION),NULL,25,300,18,LECTURE THEATER,15:30PM - 17:30PM,10-May-2013
4698,ACT304,BSC. ( ACTUARIAL SCI.),NULL,25,300,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4699,LIN306,B. A. ( ARTS),NULL,39,300,51,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,23-May-2013
4700,OPT308,OD. ( OPTOMETRY),NULL,36,300,45,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4701,ACR303N,BSC. ( AGRIC),NULL,102,300,29,LECTURE THEATER,12NOON - 14:00PM,20-May-2013
4702,MED306,MB Ch. B.,NULL,53,300,30,LECTURE THEATER,08:30AM - 10:30AM,14-May-2013
4703,POH322,BA ( POP. & HEALTH.),NULL,37,300,55,LECTURE THEATER,08:30AM - 10:30AM,09-May-2013
4704,HMG399,BSC ( HOSP. MGT.),NULL,85,300,29,LECTURE THEATER,12NOON - 14:00PM,09-May-2013
4705,EVT314,B. ED. ( HOME ECONS.),NULL,30,300,27,LECTURE THEATER,12NOON - 14:00PM,13-May-2013
4706,THS314,B. A. ( THEATRE STDS.),NULL,26,300,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,23-May-2013
4707,AAS305N,BSC. ( AGRIC),NULL,102,300,46,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4708,LAT308,BSC ( LAB. TECH),NULL,90,300,33,ASSEMBLY HALL,15:30PM - 17:30PM,21-May-2013
4709,BPS223,B. SC. (PSYCH),NULL,180,200,33,ASSEMBLY HALL,15:30PM - 17:30PM,08-May-2013
4710,MLT214B,BSC. ( MEDLAB),NULL,63,200,29,LECTURE THEATER,12NOON - 14:00PM,09-May-2013
4711,EHS202N,B. ED. ( HEALTH SCIENCES),NULL,40,200,52,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,08-May-2013
4712,NUR331,BSC. ( NURSING),NULL,179,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,14-May-2013
4713,HUB412,BSC ( HUMAN BIOLOGY),NULL,66,400,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,17-May-2013
4714,NUR425,BSC. ( NURSING),NULL,143,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,09-May-2013
4715,THS422,B. A. ( MUS. AND THEATRE STDS.),NULL,2,400,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4716,HIS408,B. A. ( ARTS),NULL,2,400,24,LECTURE THEATER,15:30PM - 17:30PM,07-May-2013
4717,MUD409,BACHELOR OF MUSIC,NULL,19,400,44,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,09-May-2013
4718,ENG404,B. A. ( ARTS),NULL,5,400,24,LECTURE THEATER,08:30AM - 10:30AM,22-May-2013
4719,FRE412,B. A. ( ARTS),NULL,16,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,10-May-2013
4720,THS421,B. A. ( MUS. AND THEATRE STDS.),NULL,2,400,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,21-May-2013
4721,ENP404,B.SC ( ENG. PHYSICS),NULL,12,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,21-May-2013
4722,AEX405N,BSC. ( AGRIC. EXTENSION ),NULL,26,400,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,13-May-2013
4723,POH428,BA ( POP. & HEALTH.),NULL,41,400,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,08-May-2013
4724,CSC403,B.ED (COMP. SCIENCE),NULL,14,400,24,LECTURE THEATER,08:30AM - 10:30AM,22-May-2013
4725,CWS404,BSC. ( WATER AND SANITATION),NULL,11,400,46,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,06-May-2013
4726,OPT414,OD. ( OPTOMETRY),NULL,12,400,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,20-May-2013
4727,CTN410,BSC ( INDUSTRIAL CHEMISTRY),NULL,16,400,27,LECTURE THEATER,12NOON - 14:00PM,13-May-2013
4728,AEX413N,BSC. ( AGRIC),NULL,7,400,19,LECTURE THEATER,15:30PM - 17:30PM,08-May-2013
4729,EBS402,B. ED. ( BASIC. ED.),NULL,10,400,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,17-May-2013
4730,EIN105B,B. ED. ( BASIC EDUCATION),NULL,87,400,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,07-May-2013
4731,CHE402,B. ED. ( SCIENCE),NULL,6,400,35,ASSEMBLY HALL,12NOON - 14:00PM,07-May-2013
4732,PHY401,B. ED. ( SCIENCE),NULL,8,400,45,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4733,CLA404,B. A. ( ARTS),NULL,10,400,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,17-May-2013
4734,FRE408,B. A. ( ARTS),NULL,18,400,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4735,EBS406,B. ED. ( BASIC. ED.),NULL,6,400,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,21-May-2013
4736,THS425,B. A. ( MUS. AND THEATRE STDS.),NULL,2,400,34,"ASSEMBLY HALL ",15:30PM - 17:30PM,20-May-2013
4737,CWS428,BSC. ( WATER AND SANITATION),NULL,11,400,32,"LARGE LECTURE THEATER ",15:30PM - 17:30PM,09-May-2013
4738,MLT440A,BSC. ( MEDLAB),NULL,24,400,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,17-May-2013
4739,THS429,B. A. ( MUS. AND THEATRE STDS.),NULL,1,400,46,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,06-May-2013
4740,MLT217,BSC. ( MEDLAB),NULL,64,200,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4741,MED204,MB Ch. B.,NULL,54,200,29,LECTURE THEATER,12NOON - 14:00PM,09-May-2013
4742,INF206,BSC ( INFO. TECH.),NULL,36,200,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,22-May-2013
4743,EMA208,B. ED. ( MATHS),NULL,125,200,35,ASSEMBLY HALL,12NOON - 14:00PM,21-May-2013
4744,AEX202N,BSC. ( AGRIC),NULL,99,200,35,ASSEMBLY HALL,12NOON - 14:00PM,21-May-2013
4745,ACR204N,BSC. ( AGRIC),NULL,99,200,44,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4746,EVT215,B. ED. ( HOME ECONS.),NULL,63,200,33,ASSEMBLY HALL,15:30PM - 17:30PM,17-May-2013
4747,EBS220,B. ED. ( BASIC. ED.),NULL,55,200,52,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,10-May-2013
4748,MED298,MB Ch. B.,NULL,54,200,19,LECTURE THEATER,15:30PM - 17:30PM,08-May-2013
4749,ESS212,B. ED. ( MANAGEMENT),NULL,136,200,48,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,22-May-2013
4750,POH206,BA ( POP. & HEALTH.),NULL,44,200,42,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,17-May-2013
4751,MED206,MB Ch. B.,NULL,54,200,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,15-May-2013
4752,EMA212,B. ED. ( MATHS),NULL,126,200,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,15-May-2013
4753,AAS201N,BSC. ( AGRIC),NULL,108,200,49,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,24-May-2013
4754,EMA210,B. ED. ( MATHS),NULL,125,200,29,LECTURE THEATER,12NOON - 14:00PM,14-May-2013
4755,EBS223,B. ED. ( BASIC. ED.),NULL,55,200,33,ASSEMBLY HALL,12NOON - 14:00PM,20-May-2013
4756,EMG203,B. ED. ( MANAGEMENT),NULL,141,200,44,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4757,BPS225,B. SC. (PSYCH),NULL,169,200,35,ASSEMBLY HALL,12NOON - 14:00PM,06-May-2013
4758,NUR230,BSC. ( NURSING),NULL,181,200,48,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,09-May-2013
4759,GHL316A,B. A. ( ARTS),NULL,16,300,54,LECTURE THEATER,08:30AM - 10:30AM,06-May-2013
4760,INF302,BSC ( INFO. TECH.),NULL,32,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4761,EHS464,B. ED. ( HEALTH SCIENCES),NULL,82,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4762,CLA306,B. A. ( ARTS),NULL,10,300,54,LECTURE THEATER,08:30AM - 10:30AM,23-May-2013
4763,AGN398N,BSC. ( AGRIC),NULL,102,300,32,"LARGE LECTURE THEATER ",08:30AM - 10:30AM,10-May-2013
4764,MLT330A,BSC. ( MEDLAB),NULL,58,300,50,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4765,ASS303N,BSC. ( AGRIC),NULL,102,300,32,"LARGE LECTURE THEATER ",12NOON - 14:00PM,09-May-2013
4766,LAT307,BSC ( LAB. TECH),NULL,90,300,36,CAFETERIA ROOF TOP,12NOON - 14:00PM,06-May-2013
4767,TMG399,BSC ( TOURISM MGT),NULL,56,300,43,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,09-May-2013
4768,MED308,MB Ch. B.,NULL,53,300,52,FACULTY OF EDUCATION LECTURE THEATRE,08:30AM - 10:30AM,24-May-2013
4769,BPS399,B. SC. (PSYCH),NULL,192,300,48,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,13-May-2013
4770,BPS324,B. SC. (PSYCH),NULL,42,300,40,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,24-May-2013
4771,ECE310,B. ED. ( EARLY CHILDHOOD EDUCATION),NULL,70,300,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4339,ENS302,BSC. ( BIOLOGICAL SCIENCES),NULL,44,300,49,FACULTY OF EDUCATION LECTURE THEATRE,15:30PM - 17:30PM,21-May-2013
4340,MED398,MB Ch. B.,NULL,53,300,35,ASSEMBLY HALL,08:30AM - 10:30AM,15-May-2013
4341,ACR304N,BSC. ( AGRIC),NULL,103,300,44,FACULTY OF EDUCATION LECTURE THEATRE,12NOON - 14:00PM,09-May-2013
